2000,0.00417857
3000,0.00635994
4000,0.00838201
5000,0.0104375
6000,0.0129664
7000,0.0143929
8000,0.0170041
9000,0.0182828
10000,0.0209194
11000,0.0223449
12000,0.0243217
13000,0.0267575
14000,0.0284706
15000,0.0305889
16000,0.0309356
